quote_author_handle,quote_author_category,quote_posted_at,quote_tweet_id,quote_tweet_url,quote_text,core_handle,core_posted_at,quoted_core_tweet_id,core_tweet_url,core_text,core_media_ids,core_media_types,core_release_asset_urls,core_quote_count
USCIS,core,2025-07-10T19:00:01.000Z,1943384733389590662,https://x.com/USCIS/status/1943384733389590662,USCIS pieced together key information that helped @ICEgov capture a dangerous high-ranking MS-13 criminal alien and his associate in Omaha.,ICEgov,2025-07-09T22:50:43.000Z,1943080402513441200,https://x.com/ICEgov/status/1943080402513441200,"Meet Rene Saul Escobar Ochoa. He’s an MS-13 terrorist and Salvadoran FUGITIVE wanted for:
👉Ordering gang members to commit multiple murders
👉Extortion
👉Imprisonment
👉Drug trafficking

We found him alongside an MS-13 kingpin wanted for FIVE MURDERS and other serious crimes.

These two were living in Nebraska within the Omaha community.

“Our ICE officers and agents are protecting your neighborhoods, even when you don’t know the threat is there, so either support them or get out of the way.”

—Acting ICE Director Todd M. Lyons

📰Learn more about this case and more in our newsroom.",13_1943079976405704705,video,https://github.com/vidproject/x/releases/download/media-ICEgov/13_1943079976405704705.mp4,46
USCIS,core,2025-07-14T18:49:04.000Z,1944831530188099798,https://x.com/USCIS/status/1944831530188099798,Our officers are expertly trained to catch these sham marriages. Buying a spouse doesn’t make you a citizen.,WhiteHouse,2025-07-14T16:41:06.000Z,1944799325927747749,https://x.com/WhiteHouse/status/1944799325927747749,"Jiejun tried to finesse a wedding for a free pass — BUT ICE SAID NAH AND SWIPED RIGHT.

No dress. No vows. No citizenship. JUST DEPORTED.

IT'S A MATCH ❤️🥰 https://t.co/GEkGrZL0vp",3_1944799174186180608,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_1944799174186180608.jpg,331
USCIS,core,2025-07-23T20:26:27.000Z,1948117528724566368,https://x.com/USCIS/status/1948117528724566368,We welcome our new director back to USCIS! Director Joseph B. Edlow previously served as our deputy director for policy and as chief counsel. Follow @USCISJoe on X for the latest info on how Director Edlow is leading USCIS and making America safe again!,USCISJoe,2025-07-23T20:18:23.000Z,1948115498052280478,https://x.com/USCISJoe/status/1948115498052280478,"I am honored to return to @USCIS as the agency's director. Under @POTUS and @Sec_Noem's leadership, I am committed to making America safe again, overhauling the nation's lawful immigration system, and ensuring only the best people join us as citizens of this great nation. https://t.co/CButI4SYhf",3_1948114884899557377 3_1948114287613849601,photo photo,https://github.com/vidproject/x/releases/download/media-USCISJoe/3_1948114884899557377.jpg https://github.com/vidproject/x/releases/download/media-USCISJoe/3_1948114287613849601.jpg,3
USCIS,core,2025-09-04T21:33:11.000Z,1963716999479198116,https://x.com/USCIS/status/1963716999479198116,"USCIS is proud to partner with @ICEgov in its mission to identify, detain, and remove bad actors who threaten the safety and integrity of our communities.",DHSgov,2025-09-04T16:59:54.000Z,1963648227162382821,https://x.com/DHSgov/status/1963648227162382821,".@MayorofSeattle, why are you issuing a statement in defense of a criminal global fraudster?

🧵Muhammad Chaudhry is a Pakistani criminal illegal alien who lied about his criminal history, true identity, and military service. https://t.co/9oLcrN5EAB",3_1963648223664381952 3_1963648223618191360,photo photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0004/3_1963648223664381952.jpg https://github.com/vidproject/x/releases/download/media-DHSgov-0004/3_1963648223618191360.jpg,40
USCIS,core,2025-10-23T17:50:12.000Z,1981417891095281803,https://x.com/USCIS/status/1981417891095281803,"HOLD THE LINE.

http://uscis.gov/join https://t.co/EBYJDJuZJD",DHSgov,2025-10-21T19:49:41.000Z,1980723182962094300,https://x.com/DHSgov/status/1980723182962094300,"Defend your hearth and home.

http://JOIN.ICE.GOV https://t.co/bAeAa0RkkV",3_1980723179753525248,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_1980723179753525248.jpg,2116
USCIS,core,2025-10-29T13:26:46.000Z,1983525921362514243,https://x.com/USCIS/status/1983525921362514243,"One Heart. One home.

Join us: http://uscis.gov/join",DHSgov,2025-10-03T00:51:29.000Z,1973913763784139208,https://x.com/DHSgov/status/1973913763784139208,"We share one heart, one home, and one glorious destiny. https://t.co/55xaDCCySv",13_1973913526159679488,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_1973913526159679488.mp4,220
USCIS,core,2025-10-29T19:11:48.000Z,1983612752943091871,https://x.com/USCIS/status/1983612752943091871,https://t.co/u59WeqqQT3,DHSgov,2025-10-29T18:40:40.000Z,1983604918239031569,https://x.com/DHSgov/status/1983604918239031569,"“The board is set, the pieces are moving. We come to it at last, the great battle of our time.” https://t.co/G6BXEwkOQS",3_1983604911276269568,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_1983604911276269568.jpg,1974
USCIS,core,2025-11-28T16:11:35.000Z,1994439033733218717,https://x.com/USCIS/status/1994439033733218717,"If your TPS status has changed, self-deport NOW before you are detained.

Visit https://www.dhs.gov/cbphome to learn more about self-deportation options.",ICEgov,2025-11-28T15:30:02.000Z,1994428579178774895,https://x.com/ICEgov/status/1994428579178774895,"When someone’s temporary protected status is lifted, they become illegal aliens who aren’t allowed to live or work in the U.S. https://t.co/gQvWleVdfO",7_1994427402093576193,video,https://github.com/vidproject/x/releases/download/media-ICEgov/7_1994427402093576193.mp4,233
USCIS,core,2026-01-13T16:05:58.000Z,2011107465405063596,https://x.com/USCIS/status/2011107465405063596,🇺🇸,WhiteHouse,2026-01-13T14:57:19.000Z,2011090186629750919,https://x.com/WhiteHouse/status/2011090186629750919,"BREAKING: President Trump ENDS TPS for thousands of Somalis amid massive fraud scandals in Minnesota.

“We are putting Americans first.” - @Sec_Noem https://t.co/ZzoUmL3PkQ",3_2011089507848749057,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2011089507848749057.jpg,227
USCIS,core,2026-03-25T20:24:07.000Z,2036901968845721664,https://x.com/USCIS/status/2036901968845721664,"The Biden administration let thousands of unvetted Afghan nationals into our country.

Under @POTUS,  we're cleaning up the mess and removing terrorists, sexual predators, pedophiles, domestic abusers, and kidnappers who should have never been allowed entry in the first place.

USCIS is proud to have partnered with @ICEgov in the investigation that led to the arrest of this Afghan pedophile: https://www.dhs.gov/news/2026/03/16/dhs-law-enforcement-arrests-afghan-national-previously-convicted-indecent-exposure",DHSgov,2026-03-16T22:20:24.000Z,2033669741458464953,https://x.com/DHSgov/status/2033669741458464953,"UNVETTED AFGHAN PEDOPHILE ARRESTED.

Basir Ahmad Safi, an Afghan national, was arrested by DHS on March 11. Safi has a disgusting criminal history, including indecent exposure to a minor, soliciting a child by computer, child abuse, and lascivious exhibition.

Safi was allowed into our homeland in 2021 as a part of President Biden’s ""Operation Allies Welcome” and was arrested only two years later for his sex offenses.

He should have NEVER been allowed into America and given the opportunity to prey on innocent children. DHS will continue to identify and remove the public safety threats, like Safi, within our nation.",3_2033669737155076096,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_2033669737155076096.jpg,39
USCIS,core,2026-03-27T19:39:11.000Z,2037615436293193910,https://x.com/USCIS/status/2037615436293193910,"Promises Made, Promises Kept

Under @POTUS’ leadership, USCIS has worked tirelessly to protect the American people, end the abuse and exploitation of immigration programs, declare war on immigration fraud, close loopholes in the immigration system, and uphold the integrity of the citizenship process.

These efforts underscore President Trump’s commitment to putting national security and the interests of Americans first.
https://www.uscis.gov/newsroom/news-releases/making-america-safe-again-us-citizenship-and-immigration-services-end-of-year-review-demonstrates",WhiteHouse,2026-03-26T21:18:16.000Z,2037277984533389431,https://x.com/WhiteHouse/status/2037277984533389431,"PROMISES MADE, PROMISES KEPT. Immigration fell in EVERY metro city area in 2025. 🇺🇸 https://t.co/UN8jNXzw6m",3_2037277848835416069,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2037277848835416069.jpg,331
USCIS,core,2026-04-16T17:03:43.000Z,2044824067585269898,https://x.com/USCIS/status/2044824067585269898,"We are committed to applying immigration law faithfully, accurately, and in the best interest of the nation.",USCISJoe,2026-04-16T17:01:39.000Z,2044823546816307670,https://x.com/USCISJoe/status/2044823546816307670,"""Ultimately, my charge at @USCIS is to make sure that we are not cutting corners.""

""At the end of the day, screening and vetting will be the primary focus of what we’re doing."" https://t.co/W8r6XTez0f",13_2044822006894596096,video,https://github.com/vidproject/x/releases/download/media-USCISJoe/13_2044822006894596096.mp4,13
USCIS,core,2026-04-18T02:58:04.000Z,2045336030908223788,https://x.com/USCIS/status/2045336030908223788,The Trump administration is committed to seeking out anyone who commits fraud within our legal immigration system and ensuring they face real consequences.,USCISJoe,2026-04-18T02:55:46.000Z,2045335451368665161,https://x.com/USCISJoe/status/2045335451368665161,"Thanks to @DanNewsManBall for having me on to highlight the advanced measures @USCIS is taking under @SecMullinDHS’ and @POTUS' leadership to combat immigration fraud.

Unlike under the previous administration, fraud is not something we’re going to ignore. https://t.co/RwBBr5FWBH",13_2045331884385976320,video,https://github.com/vidproject/x/releases/download/media-USCISJoe/13_2045331884385976320.mp4,10
USCIS,core,2026-04-19T13:40:46.000Z,2045860159566512517,https://x.com/USCIS/status/2045860159566512517,"Under @POTUS, @SecMullinDHS and @USCISJoe are working to combat fraud like never before.

If you commit immigration fraud, you WILL face the consequences.",USCISJoe,2026-04-19T13:37:03.000Z,2045859222290665758,https://x.com/USCISJoe/status/2045859222290665758,"At USCIS, we’ve declared full-scale war on immigration fraud. We’re going back and revetting cases for people who were granted green cards and other benefits during the Biden administration—when vetting was lax.

There's rigorous vetting now, and we're reopening these old cases. https://t.co/ioZoquGLtr",13_2045857534519443456,video,https://github.com/vidproject/x/releases/download/media-USCISJoe/13_2045857534519443456.mp4,52
USCIS,core,2026-04-20T22:19:56.000Z,2046353199997542438,https://x.com/USCIS/status/2046353199997542438,"Under the leadership of @POTUS, @SecMullinDHS, and @USCISJoe, we are re-vetting cases for people who were granted immigration benefits during the Biden administration—when there was no vetting.

There’s vetting now, so be prepared to face the consequences: https://www.breitbart.com/politics/2026/04/20/uscis-director-joe-edlow-biden-migrants-green-cards-asylum/",USCISJoe,2026-04-20T22:08:12.000Z,2046350246645502190,https://x.com/USCISJoe/status/2046350246645502190,"Fraud permeates our entire immigration system.

Our new @USCIS special agents will ensure there are consequences for this type of fraud.

No one is entitled to immigration benefits &amp; naturalization. Immigration to the U.S. is an honor &amp; we will  make sure it’s done correctly. https://t.co/45JNDtQsMu",13_2046349772093845504,video,https://github.com/vidproject/x/releases/download/media-USCISJoe/13_2046349772093845504.mp4,21
USCISJoe,core,2025-09-20T21:38:36.000Z,1969516567886024978,https://x.com/USCISJoe/status/1969516567886024978,Below is the truth about @POTUS’ latest H-1B proclamation:,USCIS,2025-09-20T21:35:28.000Z,1969515779251953876,https://x.com/USCIS/status/1969515779251953876,"President Trump’s new H-1B visa requirement applies only to NEW, prospective petitions that have not yet been filed.   Petitions submitted prior to September 21, 2025 are not affected.

https://www.uscis.gov/sites/default/files/document/memos/H1B_Proc_Memo_FINAL.pdf https://t.co/ZwCnqeoLVI",3_1969515760100810752,photo,https://github.com/vidproject/x/releases/download/media-USCIS/3_1969515760100810752.jpg,375
USCISJoe,core,2026-03-24T20:38:10.000Z,2036543116769956155,https://x.com/USCISJoe/status/2036543116769956155,"Welcome @SecMullinDHS! Your commitment to public service and strong leadership will be invaluable as we work together to uphold the integrity of our immigration system and strengthen our nation’s security.

Looking forward to what we’ll accomplish together.",DHSgov,2026-03-24T20:13:28.000Z,2036536897724379432,https://x.com/DHSgov/status/2036536897724379432,"Welcome @SecMullinDHS!

Under the leadership of @POTUS Trump and Secretary Mullin, DHS is committed to protecting our homeland. We are securing our borders, removing dangerous criminal illegal aliens, preventing cybersecurity and terror attacks, and helping Americans in the face of natural disasters.

MAKE AMERICA SAFE AGAIN.",,,,35
USCISJoe,core,2026-04-11T22:40:52.000Z,2043096976044986758,https://x.com/USCISJoe/status/2043096976044986758,The facts speak for themselves. Proud to work with our partners at @DHSgov to keep Americans safe.,CBPCommissioner,2026-04-11T01:27:26.000Z,2042776503667097972,https://x.com/CBPCommissioner/status/2042776503667097972,"A lot of noise out there, but the facts don’t change: a unified, government-wide effort ended catch and release. For over 11 months, USBP has not released a single illegal alien arrested at entry. BP stations are nearly empty. The results speak for themselves.",,,,13
USDOL,core,2025-03-14T13:22:09.000Z,1900537940645658769,https://x.com/USDOL/status/1900537940645658769,"Welcome to our new Deputy Secretary, @SonderlingDOL!",Sonderling47,2025-03-14T13:16:29.000Z,1900536511470219500,https://x.com/Sonderling47/status/1900536511470219500,"This week, I was honored to be confirmed by the Senate as the Deputy Secretary of @USDOL under @POTUS.

I'm ready to work alongside @SecretaryLCD to put American Workers First and give everyone a fair shot at the American Dream. 🇺🇸 https://t.co/bR3GNJ3Po8",7_1900534983015489536,video,https://github.com/vidproject/x/releases/download/media-Sonderling47/7_1900534983015489536.mp4,13
USDOL,core,2025-04-17T15:08:33.000Z,1912885901333520726,https://x.com/USDOL/status/1912885901333520726,"The Golden Age of American Manufacturing is here, and we’re committed to ensuring American Workers have the skills they need to thrive in this crucial sector.

Learn more: https://apprenticeship.gov",WhiteHouse,2025-04-16T16:39:36.000Z,1912546429827997717,https://x.com/WhiteHouse/status/1912546429827997717,"🇺🇸A prosperous Wednesday at the White House—President Trump delivering results for America.

Abbott announced major U.S. manufacturing expansion, and Honda is moving production of its popular Civic from Japan to the U.S. https://t.co/YJWCeBu9Ir",3_1912543533254209536,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_1912543533254209536.jpg,64
USDOL,core,2025-04-18T15:10:24.000Z,1913248755224109194,https://x.com/USDOL/status/1913248755224109194,.@POTUS’ policies 🤝 Creating American Jobs,RapidResponse47,2025-04-18T14:48:06.000Z,1913243142192590917,https://x.com/RapidResponse47/status/1913243142192590917,"WSJ: “Ellwood Group, a maker of forged steel, nickel, and aluminum products, saw sales jump 35% from the fourth quarter to the first, driven in part by tariffs.”

“Large construction projects that use finished steel are diversifying away from Asian suppliers to U.S. companies.” https://t.co/CgW0vsbgcl",3_1913243136274333696,photo,https://github.com/vidproject/x/releases/download/media-RapidResponse47/3_1913243136274333696.jpg,40
USDOL,core,2025-04-24T19:50:22.000Z,1915493538432983047,https://x.com/USDOL/status/1915493538432983047,".@POTUS has made it clear: apprenticeships are critical to modernize our workforce and prepare American Workers for the high-paying skilled trade jobs of the future.

Get started in an apprenticeship today: http://apprenticeship.gov",WhiteHouse,2025-04-24T00:11:50.000Z,1915196950300811426,https://x.com/WhiteHouse/status/1915196950300811426,"🚨NEW: President Trump signs an Executive Order to modernize workforce programs! 🇺🇸 Preparing Americans for high-paying skilled trade jobs and refocusing youth on career preparation.

America FIRST. https://t.co/dErztt7y1j",3_1915196330357542912,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_1915196330357542912.jpg,91
USDOL,core,2025-05-02T15:26:57.000Z,1918326349070029006,https://x.com/USDOL/status/1918326349070029006,https://t.co/FMyyR2FFcU,WhiteHouse,2025-05-02T15:00:30.000Z,1918319695901475291,https://x.com/WhiteHouse/status/1918319695901475291,http://x.com/i/article/1918318916570427392,,,,66
USDOL,core,2025-05-08T17:48:42.000Z,1920536350744301696,https://x.com/USDOL/status/1920536350744301696,"After decades of politicians putting American Workers last, @POTUS is delivering UNPRECEDENTED wins 🔥 https://t.co/Ybm3NHztE5",WhiteHouse,2025-05-08T17:38:37.000Z,1920533811051241845,https://x.com/WhiteHouse/status/1920533811051241845,http://x.com/i/article/1920532650340548609,,,,30
USDOL,core,2025-06-06T14:17:19.000Z,1930992402581365052,https://x.com/USDOL/status/1930992402581365052,Bad day to be a Panican 😤,PressSec,2025-06-06T13:30:13.000Z,1930980549906063803,https://x.com/PressSec/status/1930980549906063803,"President Trump’s America First Economic Agenda has created a BOOMING economy — jobs are up, unemployment is down, wages are increasing, and inflation is dead. More than 139,000 good jobs were added to the private sector in May, all accounted for by American-born workers. Americans should continue to Trust in President Trump, who continues to beat expectations.",3_1930980463956332544,photo,https://github.com/vidproject/x/releases/download/media-PressSec/3_1930980463956332544.jpg,117
USDOL,core,2025-07-11T13:26:19.000Z,1943663142069821598,https://x.com/USDOL/status/1943663142069821598,https://t.co/hIrg4wI82k,WhiteHouse,2025-07-10T20:11:42.000Z,1943402774416269414,https://x.com/WhiteHouse/status/1943402774416269414,http://x.com/i/article/1943402513279197184,,,,74
USDOL,core,2025-07-11T17:27:30.000Z,1943723837431972161,https://x.com/USDOL/status/1943723837431972161,Facts.,DHSgov,2025-07-11T15:39:47.000Z,1943696729171169650,https://x.com/DHSgov/status/1943696729171169650,Unaccompanied migrant children shouldn’t be forced into labor at California marijuana facilities. https://t.co/nKhEP0SXE9,3_1943696720065384448,photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0004/3_1943696720065384448.jpg,329
USDOL,core,2025-07-22T13:06:02.000Z,1947644306963239014,https://x.com/USDOL/status/1947644306963239014,Fact check=TRUE ✅☺️ https://t.co/IRk5vvWpAD,USDOL,2025-07-07T14:50:00.000Z,1942234652896592077,https://x.com/USDOL/status/1942234652896592077,"Under @POTUS, native-born workers have accounted for ALL job gains since January.

American Workers First! 🔥🇺🇸 https://t.co/gbAQQJ3F4j",3_1942234645728256000,photo,,640
USDOL,core,2025-07-25T17:24:38.000Z,1948796548394996218,https://x.com/USDOL/status/1948796548394996218,aura.,RapidResponse47,2025-07-25T17:17:03.000Z,1948794639806267887,https://x.com/RapidResponse47/status/1948794639806267887,🇺🇸 https://t.co/XmAEFpqcoj,3_1948794606100852737,photo,https://github.com/vidproject/x/releases/download/media-RapidResponse47/3_1948794606100852737.jpg,18
USDOL,core,2025-08-21T18:56:10.000Z,1958604054289895740,https://x.com/USDOL/status/1958604054289895740,SPITTING STRAIGHT FACTS 🔥,RapidResponse47,2025-08-21T18:45:31.000Z,1958601374591328580,https://x.com/RapidResponse47/status/1958601374591328580,".@VP: ""If you want to get a four-year degree — great. But if you want to be a plumber or an electrician or a pipe fitter, your government ought to fight for you too.""

Thanks to the One Big, Beautiful Bill, Americans can use Pell grants for trade schools! https://t.co/It4xSSONhb",13_1958600795600908288,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_1958600795600908288.mp4,152
USDOL,core,2025-09-29T14:51:40.000Z,1972675652517065161,https://x.com/USDOL/status/1972675652517065161,".@POTUS has made it clear: the era of offshoring is OVER.

American Workers First.

American Industry First.",RapidResponse47,2025-09-29T13:38:11.000Z,1972657156944982157,https://x.com/RapidResponse47/status/1972657156944982157,"""Blood, sweat, and tears went into the furniture that we made...I was so happy to get a job here.""

""...The best furniture you could buy...then they moved out. It left this town high and dry.""

@POTUS is taking a stand to restore North Carolina's furniture industry to greatness. https://t.co/bMVi9grg11",13_1972655078885474304,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_1972655078885474304.mp4,61
USDOL,core,2025-10-17T22:29:06.000Z,1979313750823047537,https://x.com/USDOL/status/1979313750823047537,"EVERYONE needs to know about how @POTUS is delivering HISTORIC WINS for American Workers.

That’s why we’re taking the America First message to Bluesky!

Give us a follow, Patriots ➡️ https://bsky.app/profile/dol.gov",WhiteHouse,2025-10-17T21:26:01.000Z,1979297874031555036,https://x.com/WhiteHouse/status/1979297874031555036,"We realized everyone over at Bluesky probably wasn't seeing our content.

So we decided to fix that.

Here are some of our greatest hits all in one place. Enjoy ❤️🇺🇸 https://t.co/v6SdrMIWtW",13_1979290012203003904,video,https://github.com/vidproject/x/releases/download/media-WhiteHouse/13_1979290012203003904.mp4,2638
USDOL,core,2025-11-19T18:10:51.000Z,1991207559055708445,https://x.com/USDOL/status/1991207559055708445,THE PRESIDENT OF THE AMERICAN WORKER 🔥🇺🇸,RapidResponse47,2025-11-19T17:41:40.000Z,1991200214691049507,https://x.com/RapidResponse47/status/1991200214691049507,"""1.9 million more American-born workers are employed today than when I took office,"" says @POTUS.

""Under Biden, 1 out of every 4 new jobs went to increase the size of the federal government... Under my administration, 100% of all new jobs created came out of the private sector."" https://t.co/28MbVJB3NZ",13_1991199891029114880,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_1991199891029114880.mp4,68
USDOL,core,2025-11-19T23:18:05.000Z,1991284876742418620,https://x.com/USDOL/status/1991284876742418620,"The era of reindustrialization is here.

AMERICAN WORKERS FIRST.

AMERICAN INDUSTRY FIRST.",WhiteHouse,2025-11-19T20:30:00.000Z,1991242576653906102,https://x.com/WhiteHouse/status/1991242576653906102,Foreign investment into U.S. industry means MORE opportunities for American workers. https://t.co/vBFyYJAMKU,3_1991218413935411200,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_1991218413935411200.jpg,0
USDOL,core,2025-11-24T21:38:05.000Z,1993071648719958369,https://x.com/USDOL/status/1993071648719958369,"The Biden Administration left us with an economic DISASTER.

For four years, they allowed foreign labor to flood our job market, left American Workers behind, and pursued policies that made everything more expensive.

Under @POTUS’ leadership, we’re making progress in our economic recovery—and we won’t give up the fight.",WhiteHouse,2025-11-24T20:12:56.000Z,1993050219601420341,https://x.com/WhiteHouse/status/1993050219601420341,"President Trump inherited Biden’s inflation and high prices. While progress is underway and inflation is falling, he will keep fighting to bring costs down for EVERY American. https://t.co/v5RXOC4GCJ",3_1993049978692878336,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_1993049978692878336.jpg,407
USDOL,core,2025-12-10T16:36:21.000Z,1998793923255517652,https://x.com/USDOL/status/1998793923255517652,AMERICANS FIRST!,WhiteHouse,2025-12-10T01:12:01.000Z,1998561306266505501,https://x.com/WhiteHouse/status/1998561306266505501,"""Before I entered office, 100% of all net new jobs were going to migrant workers... and illegal aliens—but since I took office, 100% of all net job creation has gone to AMERICAN CITIZENS."" - PRESIDENT DONALD J. TRUMP 🇺🇸🇺🇸",,,,0
USDOL,core,2025-12-16T15:33:54.000Z,2000952531493818657,https://x.com/USDOL/status/2000952531493818657,"PROMISES MADE, PROMISES KEPT 🇺🇸",WhiteHouse,2025-12-16T14:57:23.000Z,2000943343979913471,https://x.com/WhiteHouse/status/2000943343979913471,"🚀 STRONG growth in private-sector jobs
📉 Government jobs DOWN – shrinking federal bureaucracy
🇺🇸 100% of new jobs going to native-born Americans
💵 Wages outpacing inflation

THE BEST IS YET TO COME! https://t.co/JxhZBB89bp",3_2000943264887701507,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2000943264887701507.jpg,143
USDOL,core,2025-12-16T17:24:56.000Z,2000980473929986471,https://x.com/USDOL/status/2000980473929986471,based,RapidResponse47,2025-12-16T16:27:54.000Z,2000966123274068007,https://x.com/RapidResponse47/status/2000966123274068007,"Federal employment is now at the lowest level since 2014 — down by 271,000 jobs since President Trump took office.

Promises made, promises kept. https://t.co/vKNy0MHGoP",3_2000966064264318980,photo,https://github.com/vidproject/x/releases/download/media-RapidResponse47/3_2000966064264318980.jpg,0
USDOL,core,2025-12-16T22:24:24.000Z,2001055837398122914,https://x.com/USDOL/status/2001055837398122914,Facts,DHSgov,2025-12-16T21:47:09.000Z,2001046466073112972,https://x.com/DHSgov/status/2001046466073112972,Deportations Deliver Jobs,,,,30
USDOL,core,2025-12-18T02:43:41.000Z,2001483475749335296,https://x.com/USDOL/status/2001483475749335296,"Under President Trump, American Jobs are going to AMERICAN WORKERS 🇺🇸",WhiteHouse,2025-12-18T02:23:40.000Z,2001478440092934409,https://x.com/WhiteHouse/status/2001478440092934409,100% of all net job creation has gone to AMERICAN-born Citizens. 🇺🇸🇺🇸,,,,69
USDOL,core,2025-12-20T03:58:36.000Z,2002227108274205055,https://x.com/USDOL/status/2002227108274205055,President Donald J. Trump is THE PRESIDENT OF THE AMERICAN WORKER 😤🔥,RapidResponse47,2025-12-20T02:54:48.000Z,2002211050922422480,https://x.com/RapidResponse47/status/2002211050922422480,".@POTUS: ""Wages are rising much faster than inflation for the first time in many years...and we're delivering lower prices and bigger paychecks...while tens of thousands of new jobs under Biden were government jobs...we've reduced the federal workforce by 270,000 jobs."" https://t.co/gBUmoe5HmU",13_2002210788740599808,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_2002210788740599808.mp4,0
USDOL,core,2025-12-23T22:18:27.000Z,2003591058450682063,https://x.com/USDOL/status/2003591058450682063,"We won’t stop fighting until we Recapture the American Dream for the AMERICAN People.

Wishing you all a Merry Christmas 🎄 https://t.co/9P9uImaGsm",USDOL,2025-12-22T19:38:18.000Z,2003188363764072792,https://x.com/USDOL/status/2003188363764072792,The American Dream belongs to the AMERICAN PEOPLE.,,,,0
USDOL,core,2025-12-31T19:16:21.000Z,2006444333881270671,https://x.com/USDOL/status/2006444333881270671,"For decades, globalists stacked the deck against Americans.

They pursued policies that put foreign workers first, sold our jobs out to countries like China, and allowed nearly unrestricted migration into our nation.

President Trump is bringing this globalist disaster to an end.

This year, he’s already taken action to end to H-1B abuse, restore industry and jobs to our nation, and ensure AMERICANS come first in our job market.

There’s still a long way to go and a lot of adversity ahead, but we will not stop fighting for you.

AMERICANS FIRST!",USDOL,2025-12-31T00:34:43.000Z,2006162064012726492,https://x.com/USDOL/status/2006162064012726492,"We must never again allow the globalists to control our government.

America First is our only mission. https://t.co/CSlbQzK333",3_2006162058945896448,photo,https://github.com/vidproject/x/releases/download/media-USDOL/3_2006162058945896448.jpg,0
USDOL,core,2026-01-02T18:51:48.000Z,2007162929444204934,https://x.com/USDOL/status/2007162929444204934,AMERICANS FIRST 🇺🇸🇺🇸🇺🇸,WhiteHouse,2026-01-02T18:16:58.000Z,2007154163805987302,https://x.com/WhiteHouse/status/2007154163805987302,Don't believe the fake news lies. The Trump administration is driving positive change for AMERICAN workers. https://t.co/dmRVR8mHMG,3_2007154111943258112,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2007154111943258112.jpg,178
USDOL,core,2026-03-26T20:31:01.000Z,2037266089978020295,https://x.com/USDOL/status/2037266089978020295,"🚨 A BIG win for American Workers!

@POTUS is delivering on his promise to bring manufacturing jobs back to America 🇺🇸",RapidResponse47,2026-03-26T18:12:16.000Z,2037231174708334636,https://x.com/RapidResponse47/status/2037231174708334636,"TRUMP EFFECT: Apple is moving even more of its supply chain to the U.S. — bringing on four new partners to manufacture even more of its iPhone components right here in America.

President Trump's MADE IN AMERICA agenda in action. https://t.co/mFDU77CpBu",13_2037228268483731461,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_2037228268483731461.mp4,21
USDOL,core,2026-04-03T15:25:27.000Z,2040088295682544087,https://x.com/USDOL/status/2040088295682544087,PROMISES MADE. PROMISES KEPT. 🇺🇸,RapidResponse47,2026-04-03T15:14:47.000Z,2040085613605462363,https://x.com/RapidResponse47/status/2040085613605462363,"Under President Trump, the federal workforce has been reduced to its smallest level since 1966 — the lowest share of the total labor force in over a century. https://t.co/cCJzjcitin",3_2040085559901917184,photo,https://github.com/vidproject/x/releases/download/media-RapidResponse47/3_2040085559901917184.jpg,206
USDOL,core,2026-04-05T15:32:31.000Z,2040814848943006090,https://x.com/USDOL/status/2040814848943006090,Wishing everyone a Happy Easter from @USDOL!,WhiteHouse,2026-04-05T12:42:17.000Z,2040772008351285540,https://x.com/WhiteHouse/status/2040772008351285540,"This Easter Sunday, Christians across our nation and around the world celebrate the Resurrection of Jesus Christ—His triumph over sin and death brings redemption, hope, and eternal life.

He is risen. Happy Easter! https://t.co/RtZumk5BCS",3_2040772002089181184,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2040772002089181184.jpg,330
